Using device: cpu
gc-8.0-bbb-buff60
Goal, Curr: (-1.12,  1.19), (  0.34,  -1.40)   Error: 2.97
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00810 

Goal, Curr: (-1.15,  1.13), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.01589 

Goal, Curr: (-0.88,  0.82), ( -1.40,  -1.40)   Error: 2.27
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.01784 

Goal, Curr: (-0.75,  1.14), ( -1.40,  -1.40)   Error: 2.62
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.01403 

Goal, Curr: (-0.92,  0.90), ( -1.40,  -1.40)   Error: 2.34
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.01633 

episode:00600, mean:-0.42, std:0.14, median:-0.42, success:0.00
Goal, Curr: (-0.83,  0.76), ( -1.40,  -1.40)   Error: 2.23
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00369 

Goal, Curr: (-0.95,  0.81), ( -1.40,  -1.40)   Error: 2.26
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00531 

Goal, Curr: (-1.14,  1.06), ( -1.40,  -1.40)   Error: 2.47
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00483 

Goal, Curr: (-0.84,  0.88), ( -1.40,  -1.40)   Error: 2.35
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00719 

Goal, Curr: (-1.02,  1.12), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00593 

Goal, Curr: (-0.91,  0.99), ( -1.40,  -1.40)   Error: 2.44
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00986 

Goal, Curr: (-1.18,  0.92), ( -1.40,  -1.40)   Error: 2.33
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00329 

Goal, Curr: (-0.97,  0.91), ( -1.40,  -1.40)   Error: 2.35
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00653 

Goal, Curr: (-0.98,  0.76), ( -1.40,  -1.40)   Error: 2.20
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00747 

Goal, Curr: (-0.77,  0.85), ( -1.40,  -1.40)   Error: 2.33
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.00032 

episode:00700, mean:-0.36, std:0.13, median:-0.34, success:0.00
Log radii:  [ 0.36527446 -1.8654205  -0.54944766  1.785669   -1.3985403  -2.0794415 ]
Adjusted log radii:  [2.45527434 2.32457948 0.6405524  2.07566905 1.59145975 1.81055832]
Goal, Curr: (-1.23,  0.77), ( -0.84,  -1.17)   Error: 1.98
Last SG, Last State: (  1.16,  -3.17), ( -0.84,  -1.17)  SG Improvement:-0.04194 

Goal, Curr: (-1.16,  1.19), ( -1.40,  -0.88)   Error: 2.08
Last SG, Last State: (  0.60,  -2.92), ( -1.40,  -0.89)  SG Improvement:-0.00611 

Goal, Curr: (-0.98,  0.77), ( -1.40,  -1.40)   Error: 2.21
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.00865 

Goal, Curr: (-0.84,  1.01), ( -1.40,  -0.77)   Error: 1.86
Last SG, Last State: (  0.60,  -2.80), ( -1.40,  -0.77)  SG Improvement:0.01675 

Goal, Curr: (-0.92,  1.07), ( -1.40,  -0.89)   Error: 2.02
Last SG, Last State: (  0.60,  -2.92), ( -1.40,  -0.90)  SG Improvement:-0.01346 

Goal, Curr: (-1.02,  0.82), ( -1.40,  -1.40)   Error: 2.25
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.01027 

Goal, Curr: (-0.85,  1.00), ( -1.40,  -1.40)   Error: 2.47
Last SG, Last State: (  0.60,  -3.40), ( -1.40,  -1.40)  SG Improvement:-0.01193 

Goal, Curr: (-1.21,  0.94), ( -1.40,  -0.95)   Error: 1.90
Last SG, Last State: (  0.60,  -2.96), ( -1.40,  -0.95)  SG Improvement:-0.01326 

Goal, Curr: (-1.24,  0.90), ( -1.40,  -1.28)   Error: 2.19
Last SG, Last State: (  0.60,  -3.21), ( -1.40,  -1.26)  SG Improvement:0.06740 

Goal, Curr: (-0.86,  1.23), ( -1.40,  -1.40)   Error: 2.68
Last SG, Last State: (  0.60,  -3.32), ( -1.40,  -1.37)  SG Improvement:0.05134 

episode:00800, mean:-0.18, std:0.26, median:-0.13, success:0.00
Goal, Curr: (-1.20,  1.15), ( -0.56,  -1.40)   Error: 2.63
Last SG, Last State: ( -0.10,  -3.40), ( -0.71,  -1.40)  SG Improvement:0.09849 

Goal, Curr: (-0.99,  1.19), ( -0.64,  -1.40)   Error: 2.61
Last SG, Last State: ( -0.13,  -3.40), ( -0.76,  -1.40)  SG Improvement:0.07118 

Goal, Curr: (-1.00,  1.24), ( -0.26,  -1.40)   Error: 2.74
Last SG, Last State: (  0.01,  -3.40), ( -0.38,  -1.40)  SG Improvement:0.19676 

Goal, Curr: (-1.22,  1.14), ( -0.62,  -1.40)   Error: 2.61
Last SG, Last State: ( -0.11,  -3.40), ( -0.74,  -1.40)  SG Improvement:0.06829 

Goal, Curr: (-1.17,  0.84), ( -0.24,  -1.40)   Error: 2.42
Last SG, Last State: ( -0.09,  -3.40), ( -0.36,  -1.40)  SG Improvement:0.20926 

Goal, Curr: (-1.04,  0.79), ( -0.60,  -1.40)   Error: 2.24
Last SG, Last State: ( -0.26,  -3.40), ( -0.73,  -1.40)  SG Improvement:0.07357 

Goal, Curr: (-1.05,  1.04), ( -0.51,  -1.40)   Error: 2.50
Last SG, Last State: ( -0.13,  -3.40), ( -0.64,  -1.40)  SG Improvement:0.13152 

Goal, Curr: (-0.98,  1.01), ( -0.25,  -1.40)   Error: 2.51
Last SG, Last State: ( -0.07,  -3.40), ( -0.38,  -1.40)  SG Improvement:0.18746 

Goal, Curr: (-0.96,  0.83), ( -0.15,  -1.40)   Error: 2.37
Last SG, Last State: ( -0.20,  -3.40), ( -0.30,  -1.40)  SG Improvement:0.35320 

Goal, Curr: (-1.12,  1.03), ( -0.53,  -1.40)   Error: 2.50
Last SG, Last State: ( -0.16,  -3.40), ( -0.69,  -1.40)  SG Improvement:0.09714 

episode:00900, mean:-0.48, std:0.12, median:-0.47, success:0.00
Goal, Curr: (-1.12,  0.80), ( -1.40,  -1.40)   Error: 2.21
Last SG, Last State: ( -1.15,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.09248 

Goal, Curr: (-1.06,  1.03), ( -1.40,  -1.40)   Error: 2.46
Last SG, Last State: ( -1.15,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.05166 

Goal, Curr: (-0.90,  0.83), ( -1.40,  -1.40)   Error: 2.28
Last SG, Last State: ( -1.13,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.05345 

Goal, Curr: (-1.08,  0.87), ( -1.40,  -1.40)   Error: 2.29
Last SG, Last State: ( -1.16,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.05266 

Goal, Curr: (-0.86,  0.97), ( -1.40,  -1.40)   Error: 2.43
Last SG, Last State: ( -1.08,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.12772 

Goal, Curr: (-1.08,  1.09), ( -1.40,  -1.40)   Error: 2.51
Last SG, Last State: ( -1.13,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.12931 

Goal, Curr: (-1.00,  0.90), ( -1.40,  -1.40)   Error: 2.33
Last SG, Last State: ( -1.15,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.04333 

Goal, Curr: (-1.25,  1.05), ( -1.40,  -1.40)   Error: 2.45
Last SG, Last State: ( -1.19,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.03735 

Goal, Curr: (-0.97,  1.23), ( -1.40,  -1.40)   Error: 2.67
Last SG, Last State: ( -1.14,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.05320 

Goal, Curr: (-1.09,  1.17), ( -1.40,  -1.40)   Error: 2.59
Last SG, Last State: ( -1.16,  -3.40), ( -1.40,  -1.40)  SG Improvement:0.05243 

episode:01000, mean:-0.41, std:0.13, median:-0.38, success:0.00
Goal, Curr: (-0.79,  1.10), ( -0.79,  -1.40)   Error: 2.50
Last SG, Last State: ( -0.84,  -3.40), ( -1.04,  -1.40)  SG Improvement:-0.13893 

Goal, Curr: (-1.21,  0.93), ( -0.83,  -1.40)   Error: 2.36
Last SG, Last State: ( -0.93,  -3.40), ( -1.07,  -1.40)  SG Improvement:-0.16303 

Goal, Curr: (-0.77,  1.16), ( -0.85,  -1.40)   Error: 2.56
Last SG, Last State: ( -0.87,  -3.40), ( -1.10,  -1.40)  SG Improvement:-0.17528 

Goal, Curr: (-0.99,  1.12), ( -0.85,  -1.40)   Error: 2.53
Last SG, Last State: ( -0.90,  -3.40), ( -1.10,  -1.40)  SG Improvement:-0.17651 

Goal, Curr: (-0.91,  1.07), ( -0.84,  -1.40)   Error: 2.47
Last SG, Last State: ( -0.89,  -3.40), ( -1.09,  -1.40)  SG Improvement:-0.17154 

Goal, Curr: (-1.18,  0.86), ( -0.84,  -1.40)   Error: 2.28
Last SG, Last State: ( -0.94,  -3.40), ( -1.08,  -1.40)  SG Improvement:-0.16577 

Goal, Curr: (-0.77,  0.77), ( -0.82,  -1.40)   Error: 2.17
Last SG, Last State: ( -0.92,  -3.40), ( -1.07,  -1.40)  SG Improvement:-0.15829 

Goal, Curr: (-1.21,  1.09), ( -0.82,  -1.40)   Error: 2.52
Last SG, Last State: ( -0.90,  -3.40), ( -1.07,  -1.40)  SG Improvement:-0.15939 

Goal, Curr: (-1.11,  1.23), ( -0.83,  -1.40)   Error: 2.65
Last SG, Last State: ( -0.87,  -3.40), ( -1.08,  -1.40)  SG Improvement:-0.16317 

Goal, Curr: (-0.95,  1.15), ( -0.85,  -1.40)   Error: 2.55
Last SG, Last State: ( -0.89,  -3.40), ( -1.10,  -1.40)  SG Improvement:-0.17617 

episode:01100, mean:-0.37, std:0.12, median:-0.34, success:0.00
Log radii:  [ 2.0794415  -2.0794415   0.16596025  2.022545    0.5592227  -2.0794415 ]
Adjusted log radii:  [2.06944156 0.9105584  1.65596032 2.91254497 2.64922261 0.61055839]
Goal, Curr: (-0.84,  0.81), (  1.40,  -1.40)   Error: 3.14
Last SG, Last State: ( -0.60,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.16334 

Goal, Curr: (-1.01,  0.93), (  1.40,  -1.40)   Error: 3.36
Last SG, Last State: ( -0.76,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.41078 

Goal, Curr: (-0.92,  1.01), (  1.40,  -1.40)   Error: 3.34
Last SG, Last State: ( -0.62,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.27646 

Goal, Curr: (-1.07,  1.01), (  1.40,  -1.40)   Error: 3.44
Last SG, Last State: ( -0.71,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.36180 

Goal, Curr: (-0.90,  1.07), (  1.40,  -1.40)   Error: 3.37
Last SG, Last State: ( -0.81,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.56512 

Goal, Curr: (-0.76,  0.98), (  1.40,  -1.40)   Error: 3.21
Last SG, Last State: ( -0.68,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.40202 

Goal, Curr: (-0.84,  0.80), (  1.40,  -1.40)   Error: 3.14
Last SG, Last State: ( -0.72,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.40787 

Goal, Curr: (-1.13,  1.02), (  1.40,  -1.40)   Error: 3.50
Last SG, Last State: ( -0.61,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.28759 

Goal, Curr: (-0.99,  1.22), (  1.40,  -1.40)   Error: 3.55
Last SG, Last State: ( -0.60,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.33504 

Goal, Curr: (-0.90,  1.07), (  1.40,  -1.40)   Error: 3.37
Last SG, Last State: ( -0.70,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.41804 

episode:01200, mean:-1.35, std:0.17, median:-1.32, success:0.00
Goal, Curr: (-0.87,  0.79), (  0.67,  -1.40)   Error: 2.68
Last SG, Last State: ( -1.77,  -3.40), (  0.29,  -1.40)  SG Improvement:-0.46224 

Goal, Curr: (-0.93,  0.85), (  0.30,  -1.40)   Error: 2.56
Last SG, Last State: ( -2.24,  -3.40), (  0.07,  -1.40)  SG Improvement:-0.21306 

Goal, Curr: (-0.87,  1.12), (  0.50,  -1.40)   Error: 2.87
Last SG, Last State: ( -2.13,  -3.40), (  0.09,  -1.40)  SG Improvement:-0.60711 

Goal, Curr: (-1.14,  1.17), (  0.33,  -1.40)   Error: 2.96
Last SG, Last State: ( -2.23,  -3.40), (  0.08,  -1.40)  SG Improvement:-0.29727 

Goal, Curr: (-0.97,  1.01), (  0.41,  -1.40)   Error: 2.77
Last SG, Last State: ( -2.19,  -3.40), (  0.10,  -1.40)  SG Improvement:-0.37520 

Goal, Curr: (-0.92,  0.78), (  0.35,  -1.40)   Error: 2.52
Last SG, Last State: ( -2.21,  -3.40), (  0.08,  -1.40)  SG Improvement:-0.33281 

Goal, Curr: (-0.99,  0.84), (  0.49,  -1.40)   Error: 2.69
Last SG, Last State: ( -2.14,  -3.40), (  0.08,  -1.40)  SG Improvement:-0.66792 

Goal, Curr: (-0.94,  1.17), (  0.38,  -1.40)   Error: 2.89
Last SG, Last State: ( -2.19,  -3.40), (  0.10,  -1.40)  SG Improvement:-0.32253 

Goal, Curr: (-0.98,  1.15), (  0.43,  -1.40)   Error: 2.91
Last SG, Last State: ( -2.19,  -3.40), (  0.09,  -1.40)  SG Improvement:-0.40699 

Goal, Curr: (-1.24,  0.77), (  0.29,  -1.40)   Error: 2.65
Last SG, Last State: ( -2.26,  -3.40), (  0.07,  -1.40)  SG Improvement:-0.14520 

episode:01300, mean:-0.76, std:0.16, median:-0.76, success:0.00
Goal, Curr: (-0.96,  0.88), (  1.40,  -1.40)   Error: 3.28
Last SG, Last State: ( -1.04,  -3.40), (  1.18,  -1.40)  SG Improvement:-0.17710 

Goal, Curr: (-0.96,  0.82), (  1.30,  -1.40)   Error: 3.17
Last SG, Last State: ( -1.25,  -3.40), (  0.97,  -1.40)  SG Improvement:-0.37365 

Goal, Curr: (-0.76,  1.20), (  1.40,  -1.40)   Error: 3.38
Last SG, Last State: ( -1.14,  -3.40), (  1.05,  -1.40)  SG Improvement:-0.12699 

Goal, Curr: (-1.22,  0.91), (  1.37,  -1.40)   Error: 3.47
Last SG, Last State: ( -1.20,  -3.40), (  1.01,  -1.40)  SG Improvement:-0.28183 

Goal, Curr: (-1.20,  0.87), (  1.35,  -1.40)   Error: 3.42
Last SG, Last State: ( -1.20,  -3.40), (  1.01,  -1.40)  SG Improvement:-0.23026 

Goal, Curr: (-0.85,  0.84), (  1.03,  -1.40)   Error: 2.92
Last SG, Last State: ( -1.56,  -3.40), (  0.77,  -1.40)  SG Improvement:-0.41323 

Goal, Curr: (-1.06,  0.92), (  1.35,  -1.40)   Error: 3.35
Last SG, Last State: ( -1.20,  -3.40), (  1.00,  -1.40)  SG Improvement:-0.23615 

Goal, Curr: (-0.76,  0.75), (  0.85,  -1.40)   Error: 2.69
Last SG, Last State: ( -1.96,  -3.40), (  0.52,  -1.40)  SG Improvement:-0.12008 

Goal, Curr: (-0.81,  0.75), (  1.29,  -1.40)   Error: 3.00
Last SG, Last State: ( -1.26,  -3.40), (  0.96,  -1.40)  SG Improvement:-0.29665 

Goal, Curr: (-1.10,  0.85), (  1.37,  -1.40)   Error: 3.34
Last SG, Last State: ( -1.20,  -3.40), (  1.01,  -1.40)  SG Improvement:-0.22099 

episode:01400, mean:-1.30, std:0.29, median:-1.32, success:0.00
Goal, Curr: (-0.90,  0.97), (  1.40,  -1.40)   Error: 3.30
Last SG, Last State: (  3.27,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.93610 

Goal, Curr: (-1.03,  1.10), (  1.40,  -1.40)   Error: 3.48
Last SG, Last State: (  2.95,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.41767 

Goal, Curr: (-0.90,  0.90), (  1.40,  -1.40)   Error: 3.25
Last SG, Last State: (  2.97,  -3.40), (  1.40,  -1.40)  SG Improvement:-2.40765 

Goal, Curr: (-0.87,  1.00), (  1.40,  -1.40)   Error: 3.30
Last SG, Last State: (  2.79,  -3.40), (  1.38,  -1.40)  SG Improvement:-0.17698 

Goal, Curr: (-1.03,  0.96), (  1.40,  -1.40)   Error: 3.38
