Using device: cpu
gc-8.0-bbb-buff10
Goal, Curr: (-0.86,  0.78), (  1.40,  -1.40)   Error: 3.13
Last SG, Last State: (  3.40,  -0.94), (  1.40,   1.10)  SG Improvement:-0.01967 

Goal, Curr: (-0.75,  1.13), (  1.40,   1.33)   Error: 2.16
Last SG, Last State: (  3.40,  -0.83), (  1.40,   1.25)  SG Improvement:-0.06490 

episode:00200, mean:-0.37, std:0.33, median:-0.41, success:0.00
Log radii:  [-1.0158728  1.9477112 -1.4875832 -1.2041383 -1.6529185  0.1877954]
Adjusted log radii:  [1.37412715 2.53771114 0.30241686 1.78586173 1.03708172 1.67779541]
Log radii:  [ 1.3016719  2.0794415 -2.0794415 -2.0075018 -1.1734977  2.0794415]
Adjusted log radii:  [2.19167185 2.36944151 2.41055822 1.58249807 1.81650233 2.06944156]
Goal, Curr: (-0.83,  1.04), (  1.40,   1.40)   Error: 2.26
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.06636 

Goal, Curr: (-0.78,  0.91), (  1.40,   1.40)   Error: 2.23
Last SG, Last State: (  3.40,   3.30), (  1.40,   1.40)  SG Improvement:-1.78684 

Goal, Curr: (-0.84,  1.14), (  1.40,   1.40)   Error: 2.25
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.23253 

Goal, Curr: (-1.01,  1.10), (  1.40,   1.40)   Error: 2.43
Last SG, Last State: (  3.40,   3.33), (  1.40,   1.40)  SG Improvement:-2.09275 

Goal, Curr: (-1.04,  0.78), (  1.40,   1.40)   Error: 2.51
Last SG, Last State: (  3.40,   3.38), (  1.40,   1.40)  SG Improvement:-2.04161 

Goal, Curr: (-1.19,  1.24), (  1.40,   1.40)   Error: 2.60
Last SG, Last State: (  3.40,   3.36), (  1.40,   1.40)  SG Improvement:-2.03034 

Goal, Curr: (-1.08,  0.83), (  1.40,   1.40)   Error: 2.54
Last SG, Last State: (  3.40,   3.33), (  1.40,   1.40)  SG Improvement:-2.17287 

Goal, Curr: (-0.85,  1.01), (  1.40,   1.40)   Error: 2.28
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.06544 

Goal, Curr: (-0.80,  0.93), (  1.40,   1.40)   Error: 2.25
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:-0.01545 

Goal, Curr: (-0.85,  0.90), (  1.40,   1.40)   Error: 2.30
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:-0.02687 

episode:00300, mean:-0.40, std:0.26, median:-0.36, success:0.00
Goal, Curr: (-1.14,  1.11), (  1.40,   1.40)   Error: 2.56
Last SG, Last State: (  3.40,   3.41), (  1.40,   1.40)  SG Improvement:0.54167 

Goal, Curr: (-1.12,  0.86), (  1.40,   1.40)   Error: 2.58
Last SG, Last State: (  3.40,   3.33), (  1.40,   1.40)  SG Improvement:-3.47344 

Goal, Curr: (-1.22,  0.82), (  1.36,  -1.29)   Error: 3.33
Last SG, Last State: (  3.36,   0.71), (  1.36,  -1.29)  SG Improvement:-0.00014 

Goal, Curr: (-1.24,  1.17), (  1.32,  -1.12)   Error: 3.43
Last SG, Last State: (  3.32,   0.88), (  1.32,  -1.12)  SG Improvement:0.00015 

Goal, Curr: (-1.15,  0.88), (  1.29,  -1.16)   Error: 3.18
Last SG, Last State: (  3.29,   0.84), (  1.29,  -1.16)  SG Improvement:-0.00011 

Goal, Curr: (-0.83,  0.76), (  1.37,  -1.39)   Error: 3.08
Last SG, Last State: (  3.37,   0.61), (  1.37,  -1.39)  SG Improvement:0.00135 

Goal, Curr: (-0.78,  0.85), (  1.40,   1.40)   Error: 2.25
Last SG, Last State: (  3.40,   3.32), (  1.40,   1.40)  SG Improvement:-3.34484 

Goal, Curr: (-1.14,  1.17), (  1.26,  -1.32)   Error: 3.46
Last SG, Last State: (  3.26,   0.68), (  1.26,  -1.32)  SG Improvement:0.00009 

Goal, Curr: (-1.19,  0.99), (  0.68,  -0.42)   Error: 2.34
Last SG, Last State: (  2.76,   1.48), (  0.72,  -0.47)  SG Improvement:-0.02119 

Goal, Curr: (-0.90,  1.17), (  1.17,  -1.04)   Error: 3.02
Last SG, Last State: (  3.17,   0.96), (  1.17,  -1.04)  SG Improvement:0.00745 

episode:00400, mean:-0.92, std:0.32, median:-1.00, success:0.00
Goal, Curr: (-0.95,  0.84), (  1.40,   1.40)   Error: 2.41
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00008 

Goal, Curr: (-0.75,  1.17), (  1.40,   1.40)   Error: 2.16
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:-0.00001 

Goal, Curr: (-1.24,  1.24), (  1.40,   1.40)   Error: 2.65
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00007 

Goal, Curr: (-1.18,  1.24), (  1.40,   1.40)   Error: 2.59
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00001 

Goal, Curr: (-1.14,  1.18), (  1.40,   1.40)   Error: 2.55
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00001 

Goal, Curr: (-0.97,  1.07), (  1.40,   1.40)   Error: 2.40
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00001 

Goal, Curr: (-1.09,  1.06), (  1.40,   1.40)   Error: 2.52
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00002 

Goal, Curr: (-1.05,  0.90), (  1.40,   1.40)   Error: 2.50
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00006 

Goal, Curr: (-1.08,  1.16), (  1.40,   1.40)   Error: 2.49
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00004 

Goal, Curr: (-0.85,  0.84), (  1.40,   1.40)   Error: 2.32
Last SG, Last State: (  3.40,   3.40), (  1.40,   1.40)  SG Improvement:0.00006 

episode:00500, mean:-0.43, std:0.19, median:-0.45, success:0.00
Goal, Curr: (-1.21,  1.12), (  1.40,   0.86)   Error: 2.63
Last SG, Last State: (  1.97,   2.58), (  1.40,   0.72)  SG Improvement:-0.00935 

Goal, Curr: (-1.10,  0.87), (  1.40,   1.11)   Error: 2.51
Last SG, Last State: (  2.05,   2.85), (  1.40,   0.98)  SG Improvement:-0.00886 

Goal, Curr: (-0.79,  0.84), (  1.40,   0.69)   Error: 2.19
Last SG, Last State: (  1.47,   2.44), (  1.40,   0.56)  SG Improvement:-0.33865 

Goal, Curr: (-1.16,  0.78), (  1.40,   0.95)   Error: 2.56
Last SG, Last State: (  1.88,   2.69), (  1.40,   0.82)  SG Improvement:-0.00515 

Goal, Curr: (-0.93,  0.84), (  1.40,   0.79)   Error: 2.33
Last SG, Last State: (  1.62,   2.54), (  1.40,   0.66)  SG Improvement:-0.00653 

Goal, Curr: (-0.98,  1.25), (  1.40,   1.14)   Error: 2.38
Last SG, Last State: (  2.24,   2.87), (  1.40,   1.01)  SG Improvement:-0.01202 

Goal, Curr: (-0.85,  1.05), (  1.40,   1.13)   Error: 2.25
Last SG, Last State: (  2.09,   2.87), (  1.40,   1.00)  SG Improvement:-0.00620 

Goal, Curr: (-0.98,  0.89), (  1.40,   0.94)   Error: 2.38
Last SG, Last State: (  1.51,   2.68), (  1.40,   0.81)  SG Improvement:-0.13381 

Goal, Curr: (-1.12,  0.91), (  1.40,   1.06)   Error: 2.53
Last SG, Last State: (  2.04,   2.80), (  1.40,   0.93)  SG Improvement:-0.00639 

Goal, Curr: (-1.16,  1.08), (  1.40,   1.38)   Error: 2.58
Last SG, Last State: (  2.41,   3.13), (  1.40,   1.26)  SG Improvement:-0.05166 

episode:00600, mean:-0.45, std:0.21, median:-0.46, success:0.00
Log radii:  [-2.0794415  2.0794415 -1.9883121 -2.0794415 -1.5192525  1.7366799]
Adjusted log radii:  [1.81055832 2.06944156 2.20168781 1.81055832 1.77074742 1.72667992]
Goal, Curr: (-1.00,  1.20), ( -1.40,  -0.60)   Error: 1.85
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.88,  0.78), ( -1.40,  -0.60)   Error: 1.48
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.82,  0.86), ( -1.40,  -0.60)   Error: 1.57
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.93,  1.03), ( -1.40,  -0.60)   Error: 1.69
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  1.00), ( -1.40,  -0.60)   Error: 1.72
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.78,  0.99), ( -1.40,  -0.60)   Error: 1.71
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.98,  1.25), ( -1.40,  -0.60)   Error: 1.90
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.02,  0.87), ( -1.40,  -0.60)   Error: 1.52
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.98,  1.04), ( -1.40,  -0.60)   Error: 1.70
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.18,  0.92), ( -1.40,  -0.60)   Error: 1.54
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:00700, mean:0.32, std:0.15, median:0.31, success:0.00
Goal, Curr: (-1.21,  1.21), ( -1.40,  -0.60)   Error: 1.82
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.88,  0.92), ( -1.40,  -0.60)   Error: 1.60
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.92,  0.83), ( -1.40,  -0.60)   Error: 1.51
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.95,  0.88), ( -1.40,  -0.60)   Error: 1.54
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.89,  1.07), ( -1.40,  -0.60)   Error: 1.75
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.19,  1.05), ( -1.40,  -0.60)   Error: 1.67
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.96,  1.08), ( -1.40,  -0.60)   Error: 1.73
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.12,  1.23), ( -1.40,  -0.60)   Error: 1.85
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.12,  1.08), ( -1.40,  -0.60)   Error: 1.71
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.04,  0.95), ( -1.40,  -0.60)   Error: 1.59
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:00800, mean:0.38, std:0.18, median:0.40, success:0.00
Log radii:  [-2.0794415   2.0794415  -0.18041623 -2.0794415  -2.0522227   1.9502997 ]
Adjusted log radii:  [1.81055832 2.06944156 2.50958371 2.41055822 1.53777719 1.94029975]
Goal, Curr: (-0.88,  1.14), ( -1.40,  -0.60)   Error: 1.82
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.92,  0.82), ( -1.40,  -0.60)   Error: 1.50
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.23,  1.21), ( -1.40,  -0.60)   Error: 1.82
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.13,  0.87), ( -1.40,  -0.60)   Error: 1.50
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.94,  0.76), ( -1.40,  -0.60)   Error: 1.43
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.17,  0.78), ( -1.40,  -0.60)   Error: 1.40
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.85,  0.89), ( -1.40,  -0.60)   Error: 1.59
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.92,  0.94), ( -1.40,  -0.60)   Error: 1.62
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.93,  1.16), ( -1.40,  -0.60)   Error: 1.83
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.94,  0.98), ( -1.40,  -0.60)   Error: 1.65
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:00900, mean:0.32, std:0.17, median:0.27, success:0.00
Goal, Curr: (-0.83,  0.88), ( -1.40,  -0.60)   Error: 1.59
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.97,  1.14), ( -1.40,  -0.60)   Error: 1.80
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.95,  1.25), ( -1.40,  -0.60)   Error: 1.90
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.21,  0.92), ( -1.40,  -0.60)   Error: 1.53
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.21,  0.80), ( -1.40,  -0.60)   Error: 1.42
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.01,  0.95), ( -1.40,  -0.60)   Error: 1.60
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.75,  1.21), ( -1.40,  -0.60)   Error: 1.92
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.96,  0.77), ( -1.40,  -0.60)   Error: 1.44
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.23,  0.85), ( -1.40,  -0.60)   Error: 1.46
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.97,  1.05), ( -1.40,  -0.60)   Error: 1.71
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:01000, mean:0.30, std:0.17, median:0.25, success:0.00
Goal, Curr: (-1.15,  0.87), ( -1.40,  -0.60)   Error: 1.49
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.96,  1.03), ( -1.40,  -0.60)   Error: 1.69
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.19,  1.22), ( -1.40,  -0.60)   Error: 1.83
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.13,  0.86), ( -1.40,  -0.60)   Error: 1.49
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  0.98), ( -1.40,  -0.60)   Error: 1.71
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.20,  0.85), ( -1.40,  -0.60)   Error: 1.46
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.87,  1.04), ( -1.40,  -0.60)   Error: 1.73
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  0.80), ( -1.40,  -0.60)   Error: 1.44
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.01,  0.84), ( -1.40,  -0.60)   Error: 1.49
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.05,  0.88), ( -1.40,  -0.60)   Error: 1.52
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:01100, mean:0.44, std:0.09, median:0.46, success:0.00
Goal, Curr: (-1.07,  0.84), ( -1.40,  -0.60)   Error: 1.48
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.16,  0.75), ( -1.40,  -0.60)   Error: 1.38
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.04,  1.08), ( -1.40,  -0.60)   Error: 1.72
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.14,  1.11), ( -1.40,  -0.60)   Error: 1.73
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.17,  1.18), ( -1.40,  -0.60)   Error: 1.80
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.89,  0.99), ( -1.40,  -0.60)   Error: 1.67
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.16,  1.11), ( -1.40,  -0.60)   Error: 1.73
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.01,  1.02), ( -1.40,  -0.60)   Error: 1.67
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.14,  0.85), ( -1.40,  -0.60)   Error: 1.48
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.89,  1.04), ( -1.40,  -0.60)   Error: 1.72
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:01200, mean:0.39, std:0.12, median:0.42, success:0.00
Goal, Curr: (-1.06,  1.08), ( -1.40,  -0.60)   Error: 1.72
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.88,  0.96), ( -1.40,  -0.60)   Error: 1.64
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.21,  1.20), ( -1.40,  -0.60)   Error: 1.81
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  0.77), ( -1.40,  -0.60)   Error: 1.51
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.02,  0.77), ( -1.40,  -0.60)   Error: 1.42
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.91,  1.06), ( -1.40,  -0.60)   Error: 1.73
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.89,  0.99), ( -1.40,  -0.60)   Error: 1.67
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.85,  1.24), ( -1.40,  -0.60)   Error: 1.92
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.00,  0.99), ( -1.40,  -0.60)   Error: 1.64
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.23,  1.05), ( -1.40,  -0.60)   Error: 1.66
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:01300, mean:0.33, std:0.14, median:0.33, success:0.00
Goal, Curr: (-1.05,  1.25), ( -1.40,  -0.60)   Error: 1.88
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.05,  0.80), ( -1.40,  -0.60)   Error: 1.45
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.02,  0.96), ( -1.40,  -0.60)   Error: 1.60
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.00,  0.91), ( -1.40,  -0.60)   Error: 1.57
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.03,  0.81), ( -1.40,  -0.60)   Error: 1.46
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.86,  0.93), ( -1.40,  -0.60)   Error: 1.62
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.78,  1.04), ( -1.40,  -0.60)   Error: 1.76
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.19,  0.93), ( -1.40,  -0.60)   Error: 1.54
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.05,  1.24), ( -1.40,  -0.60)   Error: 1.88
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.22,  1.12), ( -1.40,  -0.60)   Error: 1.73
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

episode:01400, mean:0.34, std:0.09, median:0.35, success:0.00
Goal, Curr: (-1.03,  0.99), ( -1.40,  -0.60)   Error: 1.63
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.14,  0.77), ( -1.40,  -0.60)   Error: 1.40
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.03,  1.05), ( -1.40,  -0.60)   Error: 1.69
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  1.12), ( -1.40,  -0.60)   Error: 1.75
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.25,  1.12), ( -1.40,  -0.60)   Error: 1.73
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.01,  0.99), ( -1.40,  -0.60)   Error: 1.64
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-0.80,  1.15), ( -1.40,  -0.60)   Error: 1.86
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.10,  0.77), ( -1.40,  -0.60)   Error: 1.41
Last SG, Last State: (  0.60,   1.40), ( -1.40,  -0.60)  SG Improvement:0.00000 

Goal, Curr: (-1.20,  0.96), ( -1.40,  -0.60)   Error: 1.58
