Using device: cpu
gc-1.0-12-1
Goal, Curr: (-1.02,  1.21), ( -1.35,  -1.38)   Error: 2.61
Goal, Curr: (-1.23,  1.02), ( -1.38,  -1.39)   Error: 2.42
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.05202 

Goal, Curr: (-0.80,  0.89), ( -1.22,  -1.23)   Error: 2.16
Last SG, Last State: ( -3.33,   0.64), ( -1.28,  -1.32)  SG Improvement:-0.21733 

Goal, Curr: (-1.06,  0.92), ( -1.32,  -1.36)   Error: 2.29
Last SG, Last State: ( -3.38,   0.61), ( -1.36,  -1.38)  SG Improvement:-0.07550 

Goal, Curr: (-1.01,  1.12), ( -0.94,  -0.99)   Error: 2.11
Last SG, Last State: ( -3.08,   1.17), ( -0.95,  -0.97)  SG Improvement:-0.25261 

Goal, Curr: (-0.99,  0.80), ( -1.38,  -1.39)   Error: 2.23
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.05267 

Goal, Curr: (-0.75,  0.97), ( -0.89,  -1.40)   Error: 2.37
Last SG, Last State: ( -2.63,   0.60), ( -0.74,  -1.40)  SG Improvement:0.40530 

Goal, Curr: (-0.86,  0.91), ( -1.38,  -1.39)   Error: 2.36
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.05514 

Goal, Curr: (-1.08,  1.13), ( -1.20,  -1.21)   Error: 2.35
Last SG, Last State: ( -3.31,   0.66), ( -1.26,  -1.30)  SG Improvement:-0.18794 

Goal, Curr: (-1.22,  1.19), ( -1.16,  -0.88)   Error: 2.07
Last SG, Last State: ( -3.20,   0.86), ( -1.17,  -1.03)  SG Improvement:-0.12989 

Goal, Curr: (-0.94,  1.06), ( -1.40,  -1.40)   Error: 2.50
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.01145 

Goal, Curr: (-1.13,  1.05), ( -1.38,  -1.39)   Error: 2.46
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.04680 

Goal, Curr: (-1.06,  0.80), ( -1.35,  -1.38)   Error: 2.20
Last SG, Last State: ( -3.40,   0.60), ( -1.38,  -1.39)  SG Improvement:-0.07944 

Goal, Curr: (-0.90,  0.84), ( -1.29,  -1.34)   Error: 2.21
Last SG, Last State: ( -3.37,   0.61), ( -1.34,  -1.37)  SG Improvement:-0.09017 

Goal, Curr: (-1.24,  0.97), ( -1.32,  -1.35)   Error: 2.33
Last SG, Last State: ( -3.38,   0.61), ( -1.36,  -1.38)  SG Improvement:-0.07985 

Goal, Curr: (-1.02,  0.88), ( -1.29,  -1.33)   Error: 2.23
Last SG, Last State: ( -3.36,   0.62), ( -1.33,  -1.37)  SG Improvement:-0.07518 

Goal, Curr: (-1.17,  1.13), ( -1.38,  -1.39)   Error: 2.53
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.07457 

Goal, Curr: (-1.13,  0.85), ( -1.35,  -1.38)   Error: 2.23
Last SG, Last State: ( -3.40,   0.60), ( -1.38,  -1.39)  SG Improvement:-0.07050 

Goal, Curr: (-0.97,  0.89), ( -1.40,  -1.40)   Error: 2.32
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00715 

Goal, Curr: (-1.19,  0.86), ( -1.40,  -1.40)   Error: 2.27
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.01667 

Goal, Curr: (-1.00,  1.00), ( -1.26,  -0.88)   Error: 1.89
Last SG, Last State: ( -3.26,   1.12), ( -1.26,  -0.88)  SG Improvement:0.00029 

Goal, Curr: (-0.88,  0.97), ( -1.36,  -1.38)   Error: 2.40
Last SG, Last State: ( -3.40,   0.60), ( -1.38,  -1.39)  SG Improvement:-0.09870 

Goal, Curr: (-0.94,  1.24), ( -1.40,  -1.40)   Error: 2.67
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00427 

Goal, Curr: (-0.97,  1.08), ( -1.40,  -0.95)   Error: 2.08
Last SG, Last State: ( -3.40,   0.71), ( -1.40,  -1.13)  SG Improvement:-0.04049 

Goal, Curr: (-0.77,  0.76), ( -1.28,  -0.86)   Error: 1.70
Last SG, Last State: ( -3.28,   1.20), ( -1.18,  -0.85)  SG Improvement:-0.86102 

Goal, Curr: (-1.14,  0.91), ( -1.40,  -1.39)   Error: 2.32
Last SG, Last State: ( -3.40,   0.66), ( -1.40,  -1.37)  SG Improvement:-0.02892 

Goal, Curr: (-0.75,  1.09), ( -1.38,  -1.39)   Error: 2.56
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.02745 

Goal, Curr: (-1.01,  0.91), ( -1.14,  -0.95)   Error: 1.87
Last SG, Last State: ( -3.19,   0.77), ( -1.15,  -1.11)  SG Improvement:-0.10066 

Goal, Curr: (-1.09,  0.98), ( -1.15,  -1.02)   Error: 2.00
Last SG, Last State: ( -3.22,   0.73), ( -1.17,  -1.16)  SG Improvement:-0.14067 

Goal, Curr: (-1.20,  1.25), ( -1.25,  -1.09)   Error: 2.34
Last SG, Last State: ( -3.34,   0.83), ( -1.30,  -1.14)  SG Improvement:-0.14867 

Goal, Curr: (-0.98,  1.14), ( -1.16,  -1.14)   Error: 2.29
Last SG, Last State: ( -3.26,   0.68), ( -1.21,  -1.25)  SG Improvement:-0.11658 

Goal, Curr: (-1.02,  1.24), ( -1.32,  -1.34)   Error: 2.60
Last SG, Last State: ( -3.38,   0.63), ( -1.36,  -1.36)  SG Improvement:-0.06489 

Goal, Curr: (-1.17,  0.95), ( -1.40,  -1.40)   Error: 2.36
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.02409 

episode:00100, mean:6.15, std:0.47, median:6.14, success:0.00
Goal, Curr: (-0.88,  0.83), ( -1.03,  -1.33)   Error: 2.16
Last SG, Last State: ( -3.00,   0.70), ( -1.02,  -1.32)  SG Improvement:0.27403 

Goal, Curr: (-0.88,  0.85), ( -1.07,  -1.36)   Error: 2.22
Last SG, Last State: ( -3.05,   0.65), ( -1.05,  -1.35)  SG Improvement:-0.12208 

Goal, Curr: (-1.15,  1.16), ( -0.73,  -0.78)   Error: 1.98
Last SG, Last State: ( -2.73,   1.22), ( -0.73,  -0.77)  SG Improvement:-0.00123 

Goal, Curr: (-1.14,  0.97), ( -1.08,  -1.40)   Error: 2.37
Last SG, Last State: ( -3.04,   0.62), ( -1.05,  -1.39)  SG Improvement:0.21243 

Goal, Curr: (-1.03,  1.24), ( -0.83,  -0.73)   Error: 1.98
Last SG, Last State: ( -2.83,   1.27), ( -0.83,  -0.73)  SG Improvement:0.07941 

Goal, Curr: (-0.94,  1.10), ( -1.07,  -1.37)   Error: 2.48
Last SG, Last State: ( -3.04,   0.65), ( -1.06,  -1.36)  SG Improvement:0.13769 

Goal, Curr: (-0.81,  1.10), ( -0.82,  -0.77)   Error: 1.88
Last SG, Last State: ( -2.81,   1.23), ( -0.82,  -0.77)  SG Improvement:0.07983 

Goal, Curr: (-1.00,  0.84), ( -0.76,  -0.75)   Error: 1.61
Last SG, Last State: ( -2.76,   1.25), ( -0.76,  -0.74)  SG Improvement:-0.19254 

Goal, Curr: (-0.80,  0.84), ( -0.72,  -0.77)   Error: 1.61
Last SG, Last State: ( -2.72,   1.23), ( -0.72,  -0.77)  SG Improvement:0.03941 

Goal, Curr: (-0.89,  0.76), ( -0.69,  -0.83)   Error: 1.60
Last SG, Last State: ( -2.70,   1.17), ( -0.70,  -0.83)  SG Improvement:-0.02968 

Goal, Curr: (-1.15,  0.79), ( -1.04,  -1.12)   Error: 1.91
Last SG, Last State: ( -3.03,   0.88), ( -1.03,  -1.12)  SG Improvement:-0.27847 

Goal, Curr: (-1.17,  1.22), ( -0.75,  -0.80)   Error: 2.06
Last SG, Last State: ( -2.78,   1.18), ( -0.77,  -0.81)  SG Improvement:0.00238 

Goal, Curr: (-0.99,  0.98), ( -0.87,  -1.12)   Error: 2.10
Last SG, Last State: ( -2.88,   0.88), ( -0.87,  -1.12)  SG Improvement:0.03710 

Goal, Curr: (-0.83,  1.15), ( -0.76,  -0.77)   Error: 1.93
Last SG, Last State: ( -2.76,   1.22), ( -0.76,  -0.77)  SG Improvement:0.10074 

Goal, Curr: (-0.83,  0.97), ( -0.80,  -0.71)   Error: 1.68
Last SG, Last State: ( -2.80,   1.29), ( -0.80,  -0.71)  SG Improvement:-0.24007 

Goal, Curr: (-1.19,  1.23), ( -0.92,  -0.64)   Error: 1.89
Last SG, Last State: ( -2.93,   1.35), ( -0.92,  -0.64)  SG Improvement:-0.01746 

Goal, Curr: (-0.79,  0.80), ( -0.76,  -0.94)   Error: 1.74
Last SG, Last State: ( -2.81,   1.03), ( -0.79,  -0.96)  SG Improvement:0.18977 

Goal, Curr: (-0.90,  1.17), ( -0.70,  -0.84)   Error: 2.02
Last SG, Last State: ( -2.69,   1.16), ( -0.69,  -0.84)  SG Improvement:-0.17216 

Goal, Curr: (-1.03,  1.00), ( -0.98,  -1.16)   Error: 2.16
Last SG, Last State: ( -3.00,   0.84), ( -0.98,  -1.15)  SG Improvement:-0.00730 

Goal, Curr: (-0.80,  1.02), ( -0.87,  -1.04)   Error: 2.06
Last SG, Last State: ( -2.85,   0.98), ( -0.86,  -1.03)  SG Improvement:0.38295 

Goal, Curr: (-0.86,  1.12), ( -1.06,  -1.32)   Error: 2.45
Last SG, Last State: ( -3.07,   0.67), ( -1.07,  -1.33)  SG Improvement:-0.07770 

Goal, Curr: (-0.82,  1.14), ( -0.89,  -1.08)   Error: 2.22
Last SG, Last State: ( -2.87,   0.93), ( -0.87,  -1.07)  SG Improvement:-0.23786 

Goal, Curr: (-0.97,  1.02), ( -1.03,  -1.34)   Error: 2.36
Last SG, Last State: ( -3.00,   0.69), ( -1.02,  -1.33)  SG Improvement:0.29630 

Goal, Curr: (-0.86,  0.87), ( -0.72,  -0.73)   Error: 1.61
Last SG, Last State: ( -2.72,   1.27), ( -0.72,  -0.73)  SG Improvement:0.08084 

Goal, Curr: (-0.99,  1.22), ( -1.02,  -1.08)   Error: 2.29
Last SG, Last State: ( -3.01,   0.93), ( -1.02,  -1.07)  SG Improvement:-0.27122 

Goal, Curr: (-1.21,  0.77), ( -0.91,  -1.03)   Error: 1.83
Last SG, Last State: ( -2.94,   0.95), ( -0.92,  -1.04)  SG Improvement:-0.18543 

Goal, Curr: (-1.04,  0.92), ( -0.89,  -1.19)   Error: 2.11
Last SG, Last State: ( -2.87,   0.84), ( -0.87,  -1.17)  SG Improvement:-0.17717 

Goal, Curr: (-0.90,  1.07), ( -0.81,  -0.82)   Error: 1.90
Last SG, Last State: ( -2.86,   1.15), ( -0.82,  -0.83)  SG Improvement:-0.00247 

Goal, Curr: (-0.81,  1.11), ( -0.95,  -0.64)   Error: 1.76
Last SG, Last State: ( -2.95,   1.35), ( -0.95,  -0.65)  SG Improvement:0.25605 

Goal, Curr: (-0.84,  0.88), ( -0.76,  -0.80)   Error: 1.68
Last SG, Last State: ( -2.75,   1.20), ( -0.76,  -0.80)  SG Improvement:0.21117 

Goal, Curr: (-0.94,  1.24), ( -0.88,  -0.86)   Error: 2.10
Last SG, Last State: ( -2.87,   1.15), ( -0.88,  -0.86)  SG Improvement:0.15962 

Goal, Curr: (-1.21,  1.22), ( -0.84,  -0.68)   Error: 1.94
Last SG, Last State: ( -2.84,   1.32), ( -0.84,  -0.68)  SG Improvement:0.00271 

Goal, Curr: (-0.76,  0.85), ( -1.06,  -1.28)   Error: 2.15
Last SG, Last State: ( -3.06,   0.72), ( -1.06,  -1.28)  SG Improvement:0.00342 

Goal, Curr: (-1.14,  1.16), ( -1.03,  -1.29)   Error: 2.45
Last SG, Last State: ( -3.00,   0.72), ( -1.02,  -1.29)  SG Improvement:0.16048 

Goal, Curr: (-0.79,  1.00), ( -0.73,  -0.90)   Error: 1.90
Last SG, Last State: ( -2.74,   1.09), ( -0.74,  -0.91)  SG Improvement:-0.01900 

Goal, Curr: (-1.03,  1.11), ( -0.79,  -1.05)   Error: 2.17
Last SG, Last State: ( -2.80,   0.94), ( -0.78,  -1.05)  SG Improvement:0.21587 

Goal, Curr: (-0.82,  1.09), ( -0.72,  -0.88)   Error: 1.97
Last SG, Last State: ( -2.74,   1.10), ( -0.74,  -0.89)  SG Improvement:-0.11136 

Goal, Curr: (-1.19,  1.00), ( -0.91,  -1.16)   Error: 2.17
Last SG, Last State: ( -2.89,   0.86), ( -0.90,  -1.15)  SG Improvement:0.18144 

Goal, Curr: (-1.04,  1.17), ( -1.06,  -1.14)   Error: 2.31
Last SG, Last State: ( -3.09,   0.85), ( -1.07,  -1.14)  SG Improvement:0.10821 

Goal, Curr: (-0.85,  1.11), ( -0.90,  -1.16)   Error: 2.28
Last SG, Last State: ( -2.88,   0.85), ( -0.90,  -1.16)  SG Improvement:0.05581 

Goal, Curr: (-0.86,  1.22), ( -0.88,  -0.71)   Error: 1.93
Last SG, Last State: ( -2.88,   1.29), ( -0.88,  -0.71)  SG Improvement:0.08085 

Goal, Curr: (-0.80,  1.23), ( -0.76,  -0.84)   Error: 2.07
Last SG, Last State: ( -2.78,   1.15), ( -0.77,  -0.84)  SG Improvement:0.01051 

Goal, Curr: (-0.87,  0.77), ( -0.85,  -0.69)   Error: 1.46
Last SG, Last State: ( -2.86,   1.31), ( -0.86,  -0.69)  SG Improvement:0.04092 

Goal, Curr: (-1.18,  1.02), ( -0.72,  -0.84)   Error: 1.92
Last SG, Last State: ( -2.72,   1.16), ( -0.72,  -0.84)  SG Improvement:-0.21566 

Goal, Curr: (-0.84,  0.83), ( -1.40,  -1.40)   Error: 2.30
Last SG, Last State: ( -3.39,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.98120 

Goal, Curr: (-1.09,  1.22), ( -0.80,  -0.71)   Error: 1.95
Last SG, Last State: ( -2.81,   1.28), ( -0.80,  -0.71)  SG Improvement:-0.16646 

Goal, Curr: (-0.88,  1.05), ( -0.71,  -0.94)   Error: 1.99
Last SG, Last State: ( -2.70,   1.07), ( -0.70,  -0.93)  SG Improvement:0.10265 

Goal, Curr: (-1.01,  0.86), ( -0.91,  -0.67)   Error: 1.53
Last SG, Last State: ( -2.90,   1.33), ( -0.91,  -0.67)  SG Improvement:0.05602 

Goal, Curr: (-1.07,  1.08), ( -0.82,  -0.77)   Error: 1.87
Last SG, Last State: ( -2.83,   1.22), ( -0.82,  -0.78)  SG Improvement:0.02723 

Goal, Curr: (-0.80,  1.08), ( -0.65,  -0.94)   Error: 2.03
Last SG, Last State: ( -2.65,   1.06), ( -0.65,  -0.94)  SG Improvement:-0.11289 

episode:00200, mean:6.08, std:0.62, median:6.16, success:0.00
Log radii:  [0. 0. 0. 0. 0. 0.]
Adjusted log radii:  [2.49000001 2.49000001 1.99000001 2.49000001 1.49000001 1.99000001]
Goal, Curr: (-1.15,  1.06), ( -1.25,  -1.24)   Error: 2.30
Last SG, Last State: ( -3.25,   0.76), ( -1.25,  -1.24)  SG Improvement:0.00003 

Goal, Curr: (-1.05,  0.88), ( -1.28,  -1.20)   Error: 2.10
Last SG, Last State: ( -3.28,   0.80), ( -1.28,  -1.20)  SG Improvement:0.00009 

Goal, Curr: (-1.02,  1.13), ( -1.28,  -1.15)   Error: 2.29
Last SG, Last State: ( -3.28,   0.86), ( -1.28,  -1.14)  SG Improvement:-0.00034 

Goal, Curr: (-0.92,  1.07), ( -1.20,  -0.97)   Error: 2.06
Last SG, Last State: ( -3.20,   1.03), ( -1.20,  -0.97)  SG Improvement:-0.00000 

Goal, Curr: (-0.79,  0.96), ( -1.28,  -1.14)   Error: 2.15
Last SG, Last State: ( -3.28,   0.86), ( -1.28,  -1.14)  SG Improvement:-0.00029 

Goal, Curr: (-0.89,  0.81), ( -1.28,  -1.36)   Error: 2.21
Last SG, Last State: ( -3.28,   0.64), ( -1.28,  -1.36)  SG Improvement:-0.00006 

Goal, Curr: (-0.76,  1.09), ( -1.28,  -1.32)   Error: 2.46
Last SG, Last State: ( -3.28,   0.68), ( -1.28,  -1.32)  SG Improvement:-0.00000 

Goal, Curr: (-0.76,  0.97), ( -1.28,  -1.36)   Error: 2.39
Last SG, Last State: ( -3.28,   0.64), ( -1.28,  -1.36)  SG Improvement:-0.00000 

Goal, Curr: (-0.76,  1.09), ( -1.28,  -1.09)   Error: 2.24
Last SG, Last State: ( -3.28,   0.91), ( -1.28,  -1.09)  SG Improvement:-0.00008 

Goal, Curr: (-0.96,  1.12), ( -1.11,  -0.91)   Error: 2.03
Last SG, Last State: ( -3.11,   1.09), ( -1.11,  -0.91)  SG Improvement:0.00000 

Goal, Curr: (-1.04,  0.86), ( -1.28,  -1.14)   Error: 2.02
Last SG, Last State: ( -3.28,   0.86), ( -1.28,  -1.14)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  0.89), ( -1.24,  -0.99)   Error: 1.94
Last SG, Last State: ( -3.24,   1.01), ( -1.24,  -0.99)  SG Improvement:-0.00000 

Goal, Curr: (-1.09,  0.97), ( -1.28,  -1.10)   Error: 2.08
Last SG, Last State: ( -3.28,   0.90), ( -1.28,  -1.10)  SG Improvement:-0.00037 

Goal, Curr: (-0.82,  1.03), ( -1.24,  -1.20)   Error: 2.27
Last SG, Last State: ( -3.24,   0.80), ( -1.24,  -1.20)  SG Improvement:0.00001 

Goal, Curr: (-1.11,  0.91), ( -1.27,  -1.36)   Error: 2.27
Last SG, Last State: ( -3.27,   0.64), ( -1.27,  -1.36)  SG Improvement:-0.00006 

Goal, Curr: (-0.91,  1.14), ( -1.12,  -0.78)   Error: 1.92
Last SG, Last State: ( -3.12,   1.22), ( -1.12,  -0.78)  SG Improvement:0.00004 

Goal, Curr: (-1.16,  0.80), ( -1.27,  -1.36)   Error: 2.16
Last SG, Last State: ( -3.27,   0.64), ( -1.27,  -1.36)  SG Improvement:-0.00011 

Goal, Curr: (-1.01,  0.84), ( -1.22,  -1.15)   Error: 2.01
Last SG, Last State: ( -3.22,   0.85), ( -1.22,  -1.15)  SG Improvement:0.00000 

Goal, Curr: (-0.98,  1.06), ( -1.31,  -1.37)   Error: 2.45
Last SG, Last State: ( -3.31,   0.63), ( -1.31,  -1.37)  SG Improvement:-0.00010 

Goal, Curr: (-0.84,  0.90), ( -1.28,  -1.17)   Error: 2.12
Last SG, Last State: ( -3.28,   0.83), ( -1.28,  -1.17)  SG Improvement:-0.00020 

Goal, Curr: (-0.80,  0.82), ( -1.24,  -1.18)   Error: 2.05
Last SG, Last State: ( -3.24,   0.82), ( -1.24,  -1.18)  SG Improvement:0.00006 

Goal, Curr: (-1.03,  0.95), ( -1.16,  -0.92)   Error: 1.88
Last SG, Last State: ( -3.16,   1.08), ( -1.16,  -0.92)  SG Improvement:-0.00000 

Goal, Curr: (-1.00,  0.87), ( -1.28,  -1.36)   Error: 2.24
Last SG, Last State: ( -3.28,   0.64), ( -1.28,  -1.36)  SG Improvement:0.00000 

Goal, Curr: (-1.23,  0.82), ( -1.26,  -1.32)   Error: 2.14
Last SG, Last State: ( -3.26,   0.68), ( -1.26,  -1.32)  SG Improvement:0.00020 

Goal, Curr: (-1.08,  0.77), ( -1.26,  -1.29)   Error: 2.06
Last SG, Last State: ( -3.26,   0.71), ( -1.26,  -1.29)  SG Improvement:-0.00033 

Goal, Curr: (-0.76,  1.19), ( -1.13,  -0.92)   Error: 2.15
Last SG, Last State: ( -3.13,   1.08), ( -1.13,  -0.92)  SG Improvement:-0.00000 

Goal, Curr: (-0.86,  0.89), ( -1.30,  -1.37)   Error: 2.30
Last SG, Last State: ( -3.30,   0.63), ( -1.30,  -1.37)  SG Improvement:-0.00012 

Goal, Curr: (-0.88,  0.90), ( -1.28,  -1.12)   Error: 2.06
Last SG, Last State: ( -3.28,   0.88), ( -1.28,  -1.12)  SG Improvement:0.00010 

Goal, Curr: (-1.09,  1.03), ( -1.01,  -0.81)   Error: 1.84
Last SG, Last State: ( -3.01,   1.19), ( -1.01,  -0.81)  SG Improvement:0.00000 

Goal, Curr: (-1.10,  0.82), ( -1.24,  -1.02)   Error: 1.84
Last SG, Last State: ( -3.24,   0.98), ( -1.24,  -1.02)  SG Improvement:-0.00000 

Goal, Curr: (-0.89,  1.09), ( -1.26,  -1.22)   Error: 2.34
Last SG, Last State: ( -3.26,   0.78), ( -1.26,  -1.22)  SG Improvement:0.00000 

Goal, Curr: (-1.16,  1.01), ( -1.28,  -1.36)   Error: 2.37
Last SG, Last State: ( -3.28,   0.64), ( -1.28,  -1.36)  SG Improvement:0.00001 

Goal, Curr: (-1.24,  1.03), ( -1.27,  -1.36)   Error: 2.39
Last SG, Last State: ( -3.27,   0.64), ( -1.27,  -1.36)  SG Improvement:-0.00024 

Goal, Curr: (-0.98,  1.18), ( -1.21,  -0.77)   Error: 1.97
Last SG, Last State: ( -3.21,   1.23), ( -1.21,  -0.77)  SG Improvement:0.00000 

Goal, Curr: (-1.07,  1.15), ( -1.29,  -1.37)   Error: 2.53
Last SG, Last State: ( -3.29,   0.63), ( -1.29,  -1.37)  SG Improvement:-0.00007 

Goal, Curr: (-0.92,  0.89), ( -1.10,  -0.87)   Error: 1.77
Last SG, Last State: ( -3.10,   1.13), ( -1.10,  -0.87)  SG Improvement:-0.00000 

Goal, Curr: (-0.99,  1.13), ( -1.28,  -1.20)   Error: 2.35
Last SG, Last State: ( -3.28,   0.80), ( -1.28,  -1.20)  SG Improvement:0.00015 

Goal, Curr: (-1.15,  1.12), ( -1.27,  -1.36)   Error: 2.48
Last SG, Last State: ( -3.27,   0.64), ( -1.27,  -1.36)  SG Improvement:-0.00001 

Goal, Curr: (-0.81,  1.07), ( -1.06,  -0.84)   Error: 1.92
Last SG, Last State: ( -3.06,   1.16), ( -1.06,  -0.84)  SG Improvement:0.00000 

Goal, Curr: (-1.13,  0.75), ( -1.08,  -0.85)   Error: 1.60
Last SG, Last State: ( -3.08,   1.15), ( -1.08,  -0.85)  SG Improvement:-0.00000 

Goal, Curr: (-0.88,  1.17), ( -1.28,  -1.11)   Error: 2.31
Last SG, Last State: ( -3.28,   0.89), ( -1.28,  -1.11)  SG Improvement:-0.00022 

Goal, Curr: (-1.11,  1.23), ( -1.18,  -0.85)   Error: 2.07
Last SG, Last State: ( -3.18,   1.15), ( -1.18,  -0.85)  SG Improvement:-0.00000 

Goal, Curr: (-1.18,  1.24), ( -1.27,  -1.29)   Error: 2.53
Last SG, Last State: ( -3.27,   0.71), ( -1.27,  -1.29)  SG Improvement:-0.00000 

Goal, Curr: (-1.05,  1.11), ( -1.26,  -1.32)   Error: 2.43
Last SG, Last State: ( -3.26,   0.68), ( -1.26,  -1.32)  SG Improvement:-0.00006 

Goal, Curr: (-1.05,  1.22), ( -1.13,  -0.83)   Error: 2.06
Last SG, Last State: ( -3.13,   1.17), ( -1.13,  -0.83)  SG Improvement:0.00000 

Goal, Curr: (-1.12,  1.18), ( -1.28,  -1.15)   Error: 2.34
Last SG, Last State: ( -3.28,   0.85), ( -1.28,  -1.15)  SG Improvement:0.00010 

Goal, Curr: (-0.87,  0.87), ( -1.25,  -1.19)   Error: 2.10
Last SG, Last State: ( -3.25,   0.81), ( -1.25,  -1.19)  SG Improvement:0.00000 

Goal, Curr: (-1.17,  0.91), ( -1.27,  -1.36)   Error: 2.27
Last SG, Last State: ( -3.27,   0.64), ( -1.27,  -1.36)  SG Improvement:0.00445 

Goal, Curr: (-1.13,  1.21), ( -1.24,  -1.23)   Error: 2.44
Last SG, Last State: ( -3.24,   0.77), ( -1.24,  -1.23)  SG Improvement:0.00234 

Goal, Curr: (-1.02,  0.88), ( -1.24,  -1.17)   Error: 2.07
Last SG, Last State: ( -3.24,   0.83), ( -1.24,  -1.17)  SG Improvement:0.00001 

episode:00300, mean:6.30, std:0.58, median:6.20, success:0.00
Goal, Curr: (-0.91,  0.82), ( -1.40,  -1.40)   Error: 2.27
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00241 

Goal, Curr: (-1.19,  1.13), ( -1.40,  -1.40)   Error: 2.54
