Using device: cpu
no-correction-fin7
Goal, Curr: (-1.23,  0.92), (  1.16,  -1.40)   Error: 3.32
Goal, Curr: (-0.90,  0.77), ( -0.63,  -1.40)   Error: 2.19
Last SG, Last State: (  0.33,   0.60), ( -0.46,  -1.40)  SG Improvement:-0.29050 

Goal, Curr: (-0.85,  1.11), (  0.63,  -1.40)   Error: 2.91
Last SG, Last State: (  2.47,   0.60), (  0.56,  -1.40)  SG Improvement:0.37925 

Goal, Curr: (-1.15,  1.00), (  1.40,  -1.07)   Error: 3.29
Last SG, Last State: (  3.40,   0.93), (  1.40,  -1.07)  SG Improvement:0.00114 

Goal, Curr: (-0.80,  0.80), (  1.40,  -1.40)   Error: 3.11
Last SG, Last State: (  3.41,   0.60), (  1.40,  -1.40)  SG Improvement:-0.60611 

Goal, Curr: (-0.99,  1.03), ( -0.39,  -1.40)   Error: 2.50
Last SG, Last State: (  0.31,   0.60), ( -0.24,  -1.40)  SG Improvement:-0.01700 

Goal, Curr: (-1.20,  1.21), (  0.56,  -1.40)   Error: 3.15
Last SG, Last State: (  2.39,   0.60), (  0.51,  -1.40)  SG Improvement:-0.04137 

Goal, Curr: (-1.04,  1.03), ( -0.41,  -1.40)   Error: 2.51
Last SG, Last State: (  0.29,   0.60), ( -0.25,  -1.40)  SG Improvement:-0.01688 

Goal, Curr: (-0.96,  1.00), ( -1.40,  -1.40)   Error: 2.44
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.99,  1.18), (  1.00,  -1.40)   Error: 3.25
Last SG, Last State: (  2.80,   0.60), (  0.90,  -1.40)  SG Improvement:0.00475 

Goal, Curr: (-1.15,  0.79), ( -0.21,  -1.40)   Error: 2.38
Last SG, Last State: ( -1.78,   0.60), ( -0.06,  -1.40)  SG Improvement:0.18364 

Goal, Curr: (-1.20,  0.81), ( -1.40,  -1.40)   Error: 2.22
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.79,  1.16), (  1.15,  -1.40)   Error: 3.21
Last SG, Last State: (  2.98,   0.60), (  1.07,  -1.40)  SG Improvement:-0.00217 

Goal, Curr: (-0.86,  1.06), ( -0.49,  -1.40)   Error: 2.48
Last SG, Last State: ( -1.96,   0.60), ( -0.36,  -1.40)  SG Improvement:0.02443 

Goal, Curr: (-1.20,  0.98), (  1.08,  -1.40)   Error: 3.30
Last SG, Last State: (  2.90,   0.60), (  1.00,  -1.40)  SG Improvement:-0.00353 

Goal, Curr: (-1.21,  0.98), (  1.40,  -1.40)   Error: 3.54
Last SG, Last State: (  3.40,   0.60), (  1.40,  -1.40)  SG Improvement:0.02121 

Goal, Curr: (-1.24,  1.00), (  1.19,  -1.40)   Error: 3.42
Last SG, Last State: (  3.23,   0.60), (  1.21,  -1.40)  SG Improvement:-0.00780 

Goal, Curr: (-1.18,  1.22), (  1.40,  -1.40)   Error: 3.68
Last SG, Last State: (  3.33,   0.60), (  1.40,  -1.40)  SG Improvement:-0.00383 

Goal, Curr: (-1.18,  1.25), (  0.06,  -1.40)   Error: 2.92
Last SG, Last State: ( -1.45,   0.60), (  0.20,  -1.40)  SG Improvement:0.03482 

Goal, Curr: (-0.77,  0.90), ( -1.40,  -1.40)   Error: 2.38
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-1.09,  1.04), (  1.12,  -1.40)   Error: 3.29
Last SG, Last State: (  2.95,   0.60), (  1.04,  -1.40)  SG Improvement:-0.00265 

Goal, Curr: (-1.17,  0.90), (  1.40,  -1.07)   Error: 3.24
Last SG, Last State: (  3.40,   0.93), (  1.40,  -1.07)  SG Improvement:0.00096 

Goal, Curr: (-1.00,  1.23), ( -0.74,  -1.40)   Error: 2.64
Last SG, Last State: ( -0.13,   0.60), ( -0.59,  -1.40)  SG Improvement:-0.05130 

Goal, Curr: (-1.23,  0.94), (  0.87,  -1.40)   Error: 3.14
Last SG, Last State: (  2.66,   0.60), (  0.77,  -1.40)  SG Improvement:0.03110 

Goal, Curr: (-1.06,  0.86), (  1.40,  -1.40)   Error: 3.34
Last SG, Last State: (  3.39,   0.60), (  1.40,  -1.40)  SG Improvement:-0.36789 

Goal, Curr: (-0.83,  0.90), ( -0.66,  -1.40)   Error: 2.30
Last SG, Last State: ( -0.46,   0.60), ( -0.47,  -1.40)  SG Improvement:-0.07144 

Goal, Curr: (-0.82,  1.23), (  0.92,  -1.40)   Error: 3.15
Last SG, Last State: (  2.72,   0.60), (  0.82,  -1.40)  SG Improvement:0.02192 

Goal, Curr: (-1.22,  1.04), (  1.06,  -1.40)   Error: 3.34
Last SG, Last State: (  3.11,   0.60), (  1.09,  -1.40)  SG Improvement:-0.00732 

Goal, Curr: (-0.96,  0.76), ( -0.49,  -1.40)   Error: 2.21
Last SG, Last State: ( -1.94,   0.60), ( -0.35,  -1.40)  SG Improvement:0.02316 

Goal, Curr: (-1.19,  1.01), (  0.88,  -1.40)   Error: 3.17
Last SG, Last State: (  2.74,   0.60), (  0.81,  -1.40)  SG Improvement:0.07578 

Goal, Curr: (-0.99,  1.23), (  1.29,  -1.40)   Error: 3.48
Last SG, Last State: (  3.31,   0.60), (  1.30,  -1.40)  SG Improvement:-0.00498 

Goal, Curr: (-1.14,  0.75), ( -0.46,  -1.40)   Error: 2.26
Last SG, Last State: (  0.22,   0.60), ( -0.30,  -1.40)  SG Improvement:-0.01654 

Goal, Curr: (-0.75,  0.96), (  0.85,  -1.40)   Error: 2.85
Last SG, Last State: (  2.64,   0.60), (  0.74,  -1.40)  SG Improvement:0.03292 

Goal, Curr: (-1.25,  0.94), (  1.40,  -1.40)   Error: 3.53
Last SG, Last State: (  3.34,   0.60), (  1.40,  -1.40)  SG Improvement:-0.00002 

Goal, Curr: (-0.79,  1.09), (  1.40,  -1.40)   Error: 3.31
Last SG, Last State: (  3.40,   0.60), (  1.40,  -1.40)  SG Improvement:0.04102 

Goal, Curr: (-1.24,  1.12), ( -0.35,  -1.40)   Error: 2.67
Last SG, Last State: (  0.32,   0.60), ( -0.20,  -1.40)  SG Improvement:-0.01563 

Goal, Curr: (-1.13,  1.02), (  0.44,  -1.40)   Error: 2.88
Last SG, Last State: (  2.20,   0.60), (  0.32,  -1.40)  SG Improvement:0.04666 

Goal, Curr: (-1.14,  1.10), (  0.53,  -1.40)   Error: 3.00
Last SG, Last State: (  0.77,   0.60), (  0.66,  -1.40)  SG Improvement:0.00232 

episode:00100, mean:7.48, std:0.75, median:7.49, success:0.00
Goal, Curr: (-0.85,  1.25), ( -1.40,  -1.40)   Error: 2.70
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.98,  0.84), ( -1.02,  -1.40)   Error: 2.24
Last SG, Last State: ( -2.99,   0.60), ( -1.00,  -1.40)  SG Improvement:0.08492 

Goal, Curr: (-0.88,  1.09), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.02,  0.95), ( -1.40,  -1.40)   Error: 2.38
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  1.03), ( -1.40,  -1.40)   Error: 2.51
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.78,  1.04), ( -1.40,  -1.40)   Error: 2.51
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  1.07), ( -1.40,  -1.31)   Error: 2.40
Last SG, Last State: ( -3.40,   0.72), ( -1.40,  -1.30)  SG Improvement:0.04141 

Goal, Curr: (-0.90,  0.99), ( -0.88,  -1.40)   Error: 2.38
Last SG, Last State: ( -2.91,   0.60), ( -0.88,  -1.40)  SG Improvement:-0.21928 

Goal, Curr: (-0.75,  0.76), ( -0.88,  -1.40)   Error: 2.16
Last SG, Last State: ( -2.85,   0.60), ( -0.88,  -1.40)  SG Improvement:0.10651 

Goal, Curr: (-0.97,  1.07), ( -1.40,  -1.40)   Error: 2.51
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.18,  0.80), ( -1.40,  -1.40)   Error: 2.21
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.93,  0.91), ( -1.07,  -1.40)   Error: 2.31
Last SG, Last State: ( -3.02,   0.60), ( -1.04,  -1.40)  SG Improvement:0.04818 

Goal, Curr: (-0.98,  1.23), ( -1.40,  -1.40)   Error: 2.66
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.19,  0.98), ( -1.40,  -1.40)   Error: 2.39
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  0.90), ( -1.40,  -1.40)   Error: 2.32
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.19,  1.03), ( -1.40,  -1.40)   Error: 2.44
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.88,  1.15), ( -1.40,  -1.40)   Error: 2.60
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.93,  0.93), ( -1.01,  -1.40)   Error: 2.33
Last SG, Last State: ( -3.03,   0.60), ( -1.03,  -1.40)  SG Improvement:0.14529 

Goal, Curr: (-1.07,  1.13), ( -1.40,  -1.40)   Error: 2.55
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.10,  1.09), ( -1.40,  -1.40)   Error: 2.50
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.92,  1.10), ( -1.40,  -1.40)   Error: 2.55
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.16,  1.15), ( -1.40,  -1.40)   Error: 2.56
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  1.02), ( -1.40,  -1.40)   Error: 2.44
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00898 

Goal, Curr: (-1.19,  0.76), ( -1.02,  -1.40)   Error: 2.16
Last SG, Last State: ( -3.00,   0.62), ( -1.03,  -1.40)  SG Improvement:-0.18514 

Goal, Curr: (-0.80,  1.18), ( -1.40,  -1.40)   Error: 2.65
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  0.90), ( -1.40,  -1.40)   Error: 2.32
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.77,  0.93), ( -1.40,  -1.40)   Error: 2.41
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.76,  1.17), ( -1.40,  -1.40)   Error: 2.65
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.00,  1.24), ( -0.95,  -1.40)   Error: 2.64
Last SG, Last State: ( -2.91,   0.60), ( -0.92,  -1.40)  SG Improvement:0.15664 

Goal, Curr: (-0.80,  1.13), ( -1.40,  -1.40)   Error: 2.60
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.79,  0.94), ( -0.97,  -1.40)   Error: 2.34
Last SG, Last State: ( -3.10,   0.60), ( -1.02,  -1.40)  SG Improvement:-0.52728 

Goal, Curr: (-1.24,  1.04), ( -0.87,  -1.40)   Error: 2.46
Last SG, Last State: ( -2.94,   0.60), ( -0.93,  -1.40)  SG Improvement:-0.13771 

Goal, Curr: (-1.22,  0.98), ( -1.40,  -1.40)   Error: 2.39
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.95,  0.98), ( -0.89,  -1.40)   Error: 2.38
Last SG, Last State: ( -3.05,   0.60), ( -1.00,  -1.40)  SG Improvement:-0.58836 

Goal, Curr: (-0.77,  1.12), ( -1.40,  -1.40)   Error: 2.60
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.92,  1.00), ( -1.40,  -1.40)   Error: 2.44
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.90,  0.76), ( -1.40,  -1.40)   Error: 2.22
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.03,  0.78), ( -0.94,  -1.35)   Error: 2.13
Last SG, Last State: ( -2.97,   0.60), ( -0.91,  -1.40)  SG Improvement:0.22130 

Goal, Curr: (-1.09,  1.12), ( -1.40,  -1.40)   Error: 2.54
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.15,  1.23), ( -1.40,  -1.40)   Error: 2.64
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.08,  1.18), ( -1.40,  -1.40)   Error: 2.59
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.06,  0.78), ( -1.40,  -1.40)   Error: 2.20
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.97,  0.98), ( -1.40,  -1.40)   Error: 2.42
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.03,  0.84), ( -1.40,  -1.40)   Error: 2.26
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.87,  0.88), ( -1.40,  -1.40)   Error: 2.34
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.12,  0.97), ( -0.92,  -1.32)   Error: 2.30
Last SG, Last State: ( -2.88,   0.73), ( -0.89,  -1.24)  SG Improvement:0.35065 

Goal, Curr: (-1.07,  0.95), ( -1.40,  -1.40)   Error: 2.38
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-1.09,  0.97), ( -1.40,  -1.40)   Error: 2.39
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:-0.00000 

Goal, Curr: (-0.85,  0.77), ( -1.40,  -1.40)   Error: 2.23
Last SG, Last State: ( -3.40,   0.60), ( -1.40,  -1.40)  SG Improvement:0.00000 

Goal, Curr: (-0.97,  0.80), ( -1.26,  -1.40)   Error: 2.22
Last SG, Last State: ( -2.41,   0.60), ( -1.16,  -1.40)  SG Improvement:0.05428 

episode:00200, mean:6.64, std:0.49, median:6.71, success:0.00
Goal, Curr: (-0.96,  0.99), ( -1.05,  -1.40)   Error: 2.39
Last SG, Last State: ( -3.12,   0.60), ( -1.08,  -1.40)  SG Improvement:-0.23020 

Goal, Curr: (-1.21,  1.12), ( -1.27,  -1.40)   Error: 2.52
Last SG, Last State: ( -3.28,   0.60), ( -1.29,  -1.40)  SG Improvement:0.45843 

Goal, Curr: (-1.15,  1.05), ( -1.16,  -1.40)   Error: 2.44
Last SG, Last State: ( -3.22,   0.60), ( -1.18,  -1.40)  SG Improvement:-0.19983 

Goal, Curr: (-1.11,  1.19), ( -0.90,  -1.40)   Error: 2.60
Last SG, Last State: ( -3.01,   0.60), ( -0.96,  -1.40)  SG Improvement:-0.03980 

Goal, Curr: (-0.95,  1.07), ( -0.71,  -1.40)   Error: 2.48
Last SG, Last State: ( -2.85,   0.60), ( -0.78,  -1.40)  SG Improvement:-0.06407 

Goal, Curr: (-0.80,  1.08), ( -0.91,  -1.40)   Error: 2.48
Last SG, Last State: ( -3.02,   0.60), ( -0.97,  -1.40)  SG Improvement:-0.06065 

Goal, Curr: (-0.78,  1.13), ( -0.58,  -1.40)   Error: 2.53
Last SG, Last State: ( -2.70,   0.60), ( -0.63,  -1.40)  SG Improvement:-0.02993 

Goal, Curr: (-0.97,  1.16), ( -0.86,  -1.40)   Error: 2.56
Last SG, Last State: ( -2.98,   0.60), ( -0.92,  -1.40)  SG Improvement:-0.08678 

Goal, Curr: (-1.04,  1.23), ( -1.34,  -1.40)   Error: 2.64
Last SG, Last State: ( -3.40,   0.60), ( -1.37,  -1.40)  SG Improvement:-0.49439 

Goal, Curr: (-0.98,  0.84), ( -1.28,  -1.40)   Error: 2.26
Last SG, Last State: ( -3.30,   0.60), ( -1.31,  -1.40)  SG Improvement:0.17066 

Goal, Curr: (-1.14,  1.24), ( -0.92,  -1.40)   Error: 2.65
Last SG, Last State: ( -3.03,   0.60), ( -0.97,  -1.40)  SG Improvement:-0.12597 

Goal, Curr: (-0.92,  1.21), ( -1.05,  -1.40)   Error: 2.61
Last SG, Last State: ( -3.12,   0.60), ( -1.08,  -1.40)  SG Improvement:-0.22100 

Goal, Curr: (-1.18,  0.82), ( -1.29,  -1.40)   Error: 2.22
Last SG, Last State: ( -3.35,   0.60), ( -1.32,  -1.40)  SG Improvement:-0.47271 

Goal, Curr: (-0.82,  0.86), ( -0.66,  -1.40)   Error: 2.27
Last SG, Last State: ( -2.79,   0.60), ( -0.73,  -1.40)  SG Improvement:-0.06433 

Goal, Curr: (-0.80,  1.23), ( -0.98,  -1.40)   Error: 2.63
Last SG, Last State: ( -3.08,   0.60), ( -1.03,  -1.40)  SG Improvement:-0.11826 

Goal, Curr: (-0.92,  1.19), ( -1.27,  -1.40)   Error: 2.62
Last SG, Last State: ( -3.33,   0.60), ( -1.31,  -1.40)  SG Improvement:0.04135 

Goal, Curr: (-1.00,  0.77), ( -1.04,  -1.40)   Error: 2.17
Last SG, Last State: ( -3.11,   0.60), ( -1.08,  -1.40)  SG Improvement:0.10138 

Goal, Curr: (-0.76,  1.21), ( -0.81,  -1.40)   Error: 2.61
Last SG, Last State: ( -2.93,   0.60), ( -0.87,  -1.40)  SG Improvement:-0.04862 

Goal, Curr: (-0.95,  0.94), ( -1.29,  -1.40)   Error: 2.36
Last SG, Last State: ( -3.31,   0.60), ( -1.29,  -1.40)  SG Improvement:-0.24806 

Goal, Curr: (-0.93,  1.03), ( -0.77,  -1.40)   Error: 2.43
Last SG, Last State: ( -2.89,   0.60), ( -0.83,  -1.40)  SG Improvement:-0.04892 

Goal, Curr: (-1.14,  0.94), ( -1.29,  -1.40)   Error: 2.34
Last SG, Last State: ( -3.31,   0.60), ( -1.31,  -1.40)  SG Improvement:0.19695 

Goal, Curr: (-0.99,  1.15), ( -0.59,  -1.40)   Error: 2.58
Last SG, Last State: ( -2.73,   0.60), ( -0.66,  -1.40)  SG Improvement:-0.03644 

Goal, Curr: (-0.95,  1.07), ( -1.29,  -1.40)   Error: 2.49
Last SG, Last State: ( -3.31,   0.60), ( -1.29,  -1.40)  SG Improvement:-0.25099 

Goal, Curr: (-1.15,  0.91), ( -1.01,  -1.40)   Error: 2.32
Last SG, Last State: ( -3.09,   0.60), ( -1.06,  -1.40)  SG Improvement:0.03485 

Goal, Curr: (-0.92,  1.11), ( -0.91,  -1.40)   Error: 2.51
Last SG, Last State: ( -3.02,   0.60), ( -0.97,  -1.40)  SG Improvement:-0.01499 

Goal, Curr: (-0.80,  0.82), ( -1.33,  -1.40)   Error: 2.28
Last SG, Last State: ( -3.37,   0.60), ( -1.36,  -1.40)  SG Improvement:0.22198 

Goal, Curr: (-1.10,  1.18), ( -0.58,  -1.40)   Error: 2.63
Last SG, Last State: ( -2.70,   0.60), ( -0.63,  -1.40)  SG Improvement:-0.03084 

Goal, Curr: (-0.78,  0.83), ( -0.79,  -1.40)   Error: 2.23
Last SG, Last State: ( -2.91,   0.60), ( -0.85,  -1.40)  SG Improvement:-0.07705 

Goal, Curr: (-1.10,  1.24), ( -1.40,  -1.40)   Error: 2.66
Last SG, Last State: ( -3.41,   0.60), ( -1.38,  -1.40)  SG Improvement:-0.59353 

Goal, Curr: (-1.23,  1.08), ( -1.26,  -1.40)   Error: 2.48
Last SG, Last State: ( -3.29,   0.60), ( -1.27,  -1.40)  SG Improvement:-0.23234 

Goal, Curr: (-1.10,  1.14), ( -0.65,  -1.40)   Error: 2.58
Last SG, Last State: ( -2.79,   0.60), ( -0.72,  -1.40)  SG Improvement:-0.06248 

Goal, Curr: (-0.83,  0.99), ( -0.63,  -1.40)   Error: 2.40
Last SG, Last State: ( -2.63,   0.60), ( -0.58,  -1.40)  SG Improvement:0.41122 

Goal, Curr: (-1.22,  0.89), ( -0.78,  -1.40)   Error: 2.33
Last SG, Last State: ( -2.91,   0.60), ( -0.85,  -1.40)  SG Improvement:-0.00572 

Goal, Curr: (-0.77,  0.99), ( -1.35,  -1.40)   Error: 2.46
Last SG, Last State: ( -3.33,   0.60), ( -1.35,  -1.40)  SG Improvement:0.52404 

Goal, Curr: (-0.84,  1.24), ( -0.61,  -1.40)   Error: 2.65
Last SG, Last State: ( -2.67,   0.60), ( -0.60,  -1.40)  SG Improvement:0.00936 

Goal, Curr: (-0.95,  0.93), ( -1.30,  -1.40)   Error: 2.36
Last SG, Last State: ( -3.32,   0.60), ( -1.32,  -1.40)  SG Improvement:0.21021 

Goal, Curr: (-1.16,  0.76), ( -0.65,  -1.40)   Error: 2.22
Last SG, Last State: ( -2.63,   0.60), ( -0.58,  -1.40)  SG Improvement:0.23338 

Goal, Curr: (-0.75,  1.04), ( -0.84,  -1.40)   Error: 2.44
Last SG, Last State: ( -2.96,   0.60), ( -0.90,  -1.40)  SG Improvement:-0.09437 

Goal, Curr: (-1.12,  0.99), ( -1.37,  -1.40)   Error: 2.40
Last SG, Last State: ( -3.35,   0.60), ( -1.37,  -1.40)  SG Improvement:0.35667 

Goal, Curr: (-1.04,  1.07), ( -1.33,  -1.40)   Error: 2.48
Last SG, Last State: ( -3.33,   0.60), ( -1.35,  -1.40)  SG Improvement:0.47710 

Goal, Curr: (-1.05,  0.95), ( -0.70,  -1.40)   Error: 2.37
Last SG, Last State: ( -2.58,   0.60), ( -0.65,  -1.40)  SG Improvement:0.48137 

Goal, Curr: (-1.18,  0.93), ( -1.21,  -1.40)   Error: 2.33
Last SG, Last State: ( -3.24,   0.60), ( -1.22,  -1.40)  SG Improvement:-0.25574 

Goal, Curr: (-1.21,  1.13), ( -1.34,  -1.40)   Error: 2.53
Last SG, Last State: ( -3.33,   0.60), ( -1.35,  -1.40)  SG Improvement:0.29827 

Goal, Curr: (-0.80,  0.86), ( -1.29,  -1.40)   Error: 2.31
Last SG, Last State: ( -3.31,   0.60), ( -1.28,  -1.40)  SG Improvement:-0.29221 

Goal, Curr: (-1.11,  1.07), ( -0.85,  -1.40)   Error: 2.48
Last SG, Last State: ( -2.96,   0.60), ( -0.91,  -1.40)  SG Improvement:-0.01792 

Goal, Curr: (-0.78,  1.05), ( -0.93,  -1.40)   Error: 2.45
Last SG, Last State: ( -3.03,   0.60), ( -0.98,  -1.40)  SG Improvement:-0.18253 

Goal, Curr: (-1.17,  1.18), ( -1.14,  -1.40)   Error: 2.57
Last SG, Last State: ( -3.18,   0.60), ( -1.17,  -1.40)  SG Improvement:0.16081 

Goal, Curr: (-0.99,  1.19), ( -0.75,  -1.40)   Error: 2.60
Last SG, Last State: ( -2.89,   0.60), ( -0.82,  -1.40)  SG Improvement:-0.07239 

Goal, Curr: (-1.13,  1.11), ( -0.96,  -1.40)   Error: 2.52
Last SG, Last State: ( -3.06,   0.60), ( -1.01,  -1.40)  SG Improvement:-0.21865 

Goal, Curr: (-1.03,  1.00), ( -1.34,  -1.40)   Error: 2.42
Last SG, Last State: ( -3.33,   0.60), ( -1.35,  -1.40)  SG Improvement:0.36050 

episode:00300, mean:6.78, std:0.46, median:6.71, success:0.00
Goal, Curr: (-0.79,  0.77), ( -1.40,  -0.93)   Error: 1.81
Last SG, Last State: ( -3.40,   1.07), ( -1.40,  -0.93)  SG Improvement:-0.00000 

Goal, Curr: (-0.93,  0.93), ( -1.39,  -1.01)   Error: 1.99
Last SG, Last State: ( -3.39,   0.99), ( -1.39,  -1.01)  SG Improvement:-0.00000 

Goal, Curr: (-1.18,  1.08), ( -1.39,  -0.78)   Error: 1.87
Last SG, Last State: ( -3.39,   1.22), ( -1.39,  -0.78)  SG Improvement:-0.00000 

Goal, Curr: (-0.96,  1.02), ( -1.40,  -1.14)   Error: 2.20
Last SG, Last State: ( -3.40,   0.86), ( -1.40,  -1.14)  SG Improvement:-0.00000 

